seed,dimension,count,query_index,query_w2,allowed_query_radius,log_error_upper,log_theorem_bound,bound_passed
20260730,180,354,45,0.0276172385369497,0.030685820596610777,-928.5654938257849,-2.3853423122328326,True
20260730,180,354,46,0.0276172385369497,0.030685820596610777,-882.890743358669,-2.3853423122328326,True
20260730,180,354,47,0.0276172385369497,0.030685820596610777,-938.0163887318464,-2.3853423122328326,True
20260730,180,354,48,0.0276172385369497,0.030685820596610777,-892.7949471561616,-2.3853423122328326,True
20260730,180,354,49,0.0276172385369497,0.030685820596610777,-892.9719563728951,-2.3853423122328326,True
20260730,180,354,50,0.0276172385369497,0.030685820596610777,-863.6223150257358,-2.3853423122328326,True
20260730,180,354,51,0.0276172385369497,0.030685820596610777,-876.74553101786,-2.3853423122328326,True
20260730,180,354,52,0.0276172385369497,0.030685820596610777,-882.1370703943627,-2.3853423122328326,True
20260730,180,354,53,0.0276172385369497,0.030685820596610777,-807.1350024117072,-2.3853423122328326,True
20260730,180,354,54,0.0276172385369497,0.030685820596610777,-866.370194409313,-2.3853423122328326,True
20260730,180,354,55,0.0276172385369497,0.030685820596610777,-922.9058671321559,-2.3853423122328326,True
20260730,180,354,56,0.0276172385369497,0.030685820596610777,-950.411606925656,-2.3853423122328326,True
20260730,180,354,57,0.0276172385369497,0.030685820596610777,-924.9370973724987,-2.3853423122328326,True
20260730,180,354,58,0.0276172385369497,0.030685820596610777,-940.803198492177,-2.3853423122328326,True
20260730,180,354,59,0.0276172385369497,0.030685820596610777,-916.4054010813959,-2.3853423122328326,True
20260730,180,354,60,0.0276172385369497,0.030685820596610777,-913.4027859481469,-2.3853423122328326,True
20260730,180,354,61,0.0276172385369497,0.030685820596610777,-883.6599791274502,-2.3853423122328326,True
20260730,180,354,62,0.0276172385369497,0.030685820596610777,-888.3356482439732,-2.3853423122328326,True
20260730,180,354,63,0.0276172385369497,0.030685820596610777,-846.6911974005102,-2.3853423122328326,True
20260730,220,1825,0,0.012163272811190748,0.01351474756798972,-1070.1849074114725,-3.205361488674241,True
